,dates,candidates_scores,health_scores,immigration_scores,jobs-race_scores,environment_scores,guns_scores,party_scores,economy_scores,winner
51,2008-09-25,1.8666666666666667,2.0,2.0,2.1818181818181817,1.625,2.0,1.7692307692307692,1.7619047619047619,0
52,2008-09-26,2.0,2.0,2.0,1.5,1.6666666666666667,1.8181818181818181,1.92,1.9423076923076923,0
53,2008-09-27,1.8181818181818181,2.0,2.0,1.5,1.75,2.0,1.875,1.8181818181818181,0
54,2008-09-28,3.0,2.0,,2.0,2.5,1.0,2.3333333333333335,2.0,0
55,2008-09-29,2.0,1.75,2.0,2.2,1.6666666666666667,1.875,1.7333333333333334,1.7457627118644068,0
56,2008-09-30,2.066666666666667,2.25,2.0,2.0,2.1666666666666665,2.1666666666666665,2.0588235294117645,1.8085106382978724,0
57,2008-10-01,2.0,2.0,1.4,2.0,1.7857142857142858,2.25,2.0,1.9636363636363636,0
58,2008-10-02,1.5833333333333333,,1.8,2.0,1.6666666666666667,1.5,1.7407407407407407,1.9545454545454546,0
59,2008-10-03,1.875,2.0,2.0,2.2,1.625,2.0,1.75,1.9565217391304348,0
60,2008-10-04,2.0,,,2.3333333333333335,2.1666666666666665,2.0,1.7,2.0454545454545454,0
61,2008-10-05,1.5,,1.75,2.0,2.3333333333333335,2.5,2.142857142857143,2.0,0
62,2008-10-06,1.8181818181818181,2.0,2.0,1.875,1.9166666666666667,1.6666666666666667,1.7619047619047619,1.763157894736842,0
63,2008-10-07,2.111111111111111,2.5,2.0,2.0,1.8,2.0,1.9565217391304348,1.8428571428571427,0
64,2008-10-08,2.048780487804878,2.5,1.5,2.5,1.7857142857142858,2.0,1.8823529411764706,1.9673913043478262,0
65,2008-10-09,2.0714285714285716,3.0,2.0,2.5,2.0625,1.6666666666666667,2.1666666666666665,1.7884615384615385,0
66,2008-10-10,2.090909090909091,2.0,2.0,1.5,1.8,1.7,1.875,1.5846153846153845,0
67,2008-10-11,2.090909090909091,2.0,1.75,2.0,2.25,1.5,1.75,2.0,0
68,2008-10-12,2.0,2.0,,1.0,2.5,1.75,1.6,1.5,0
69,2008-10-13,1.9259259259259258,1.0,2.0,1.6666666666666667,1.8888888888888888,2.0,1.9545454545454546,1.984375,0
70,2008-10-14,1.9166666666666667,,2.0,1.6,1.6363636363636365,1.6,2.090909090909091,1.9333333333333333,0
71,2008-10-15,2.0952380952380953,2.0,1.6666666666666667,2.066666666666667,2.0476190476190474,2.0,2.0,1.8,0
72,2008-10-16,2.1481481481481484,1.6,2.125,2.0,2.1818181818181817,2.0,2.1578947368421053,1.6875,0
73,2008-10-17,2.2,2.0,1.5,2.4,1.8181818181818181,1.7272727272727273,2.0526315789473686,2.0,0
74,2008-10-18,2.0,3.0,1.9,1.75,2.0,1.6,1.875,2.0476190476190474,0
75,2008-10-19,1.9,,1.5,2.0,2.0,1.8,2.0,1.75,0
76,2008-10-20,1.96,2.0,1.5,1.625,2.0714285714285716,1.8333333333333333,1.8888888888888888,1.925,0
77,2008-10-21,1.85,2.5,0.6666666666666666,2.0,1.0,2.142857142857143,1.9285714285714286,1.8064516129032258,0
78,2008-10-22,2.0714285714285716,1.6,1.5,1.75,2.0526315789473686,2.0,2.0,2.0,0
79,2008-10-23,1.8888888888888888,,2.0,2.2,1.8,1.8888888888888888,2.0,1.9714285714285715,0
80,2008-10-24,1.8,,2.0,2.5,2.090909090909091,2.0,2.0454545454545454,1.8431372549019607,0
81,2008-10-25,2.25,2.0,,2.0,2.5,2.0,2.0,1.9230769230769231,0
82,2008-10-26,2.0,,2.0,,1.0,,2.0,2.0,0
83,2008-10-27,2.037037037037037,1.6666666666666667,1.7142857142857142,1.7777777777777777,2.0714285714285716,2.0,2.103448275862069,2.21875,0
84,2008-10-28,2.0476190476190474,2.3333333333333335,2.0,2.3333333333333335,2.0,1.75,1.8928571428571428,2.05,0
85,2008-10-29,2.0526315789473686,2.0,2.0,1.5,2.0,1.875,2.1904761904761907,1.8627450980392157,0
86,2008-10-30,2.142857142857143,,2.0,1.8,2.05,1.9090909090909092,2.103448275862069,1.9487179487179487,0
87,2008-10-31,2.0,2.0,2.0,2.1666666666666665,1.8571428571428572,2.0,2.0434782608695654,2.0344827586206895,0
88,2008-11-01,1.8571428571428572,2.0,2.0,,2.0,1.5,2.0,1.7692307692307692,0
89,2008-11-02,2.2,2.0,1.6666666666666667,2.142857142857143,2.1666666666666665,1.9,2.0833333333333335,1.96,0
90,2008-11-03,2.2142857142857144,2.0,2.0,1.0,2.0,1.9,2.074074074074074,1.95,0
91,2008-11-04,2.037037037037037,2.0,1.5,2.25,2.125,2.0,1.972972972972973,1.8461538461538463,0
92,2008-09-21,,2.0,1.5,2.0,1.6666666666666667,1.75,1.8571428571428572,1.6428571428571428,0
