,dates,candidates_scores,health_scores,immigration_scores,jobs-race_scores,environment_scores,guns_scores,party_scores,economy_scores,winner
68,2000-08-27,,2.0,2.0,2.0,1.0,2.0,2.0,1.8666666666666667,1
69,2000-08-30,,2.0,,1.6666666666666667,2.3333333333333335,2.0,2.0,2.0,1
70,2000-09-03,,2.5,2.0,2.142857142857143,,1.9166666666666667,1.75,1.8181818181818181,1
71,2000-09-06,,1.0,2.3333333333333335,1.0,2.0,2.0,1.8,2.111111111111111,1
72,2000-09-17,,1.5,1.0,,1.6666666666666667,,2.0,2.0,1
73,2000-09-23,,2.0,1.0,2.0,2.4,1.7272727272727273,2.0,1.8,1
74,2000-10-11,,2.5714285714285716,,2.0,2.0,2.0,1.8,2.0,1
75,2000-10-15,,2.0,2.0,2.0,,2.0,2.0,2.1,1
76,2000-08-31,,,2.0,2.0,2.0,2.0,2.0,2.0,1
77,2000-09-02,,,2.0,2.0,3.0,2.0,1.3333333333333333,2.2857142857142856,1
78,2000-09-11,,,2.0,2.0,2.0,1.8333333333333333,2.0,2.0,1
79,2000-09-14,,,2.0,3.0,2.0,2.3333333333333335,2.0,1.9047619047619047,1
80,2000-09-21,,,2.2,3.0,2.0,1.0,2.0,1.7857142857142858,1
81,2000-09-25,,,2.0,2.5,1.75,2.0,2.0,1.8461538461538463,1
82,2000-09-27,,,2.0,2.0,2.0,2.0,2.0,1.7916666666666667,1
83,2000-09-30,,,1.6666666666666667,1.75,2.0,2.0,2.0,2.0,1
84,2000-10-18,,,2.0,1.5714285714285714,2.0,1.6666666666666667,1.7777777777777777,2.0,1
85,2000-10-29,,,2.0,2.0,,,,2.0,1
86,2000-08-22,,,,2.0,2.0,2.0,2.0,1.8333333333333333,1
87,2000-08-28,,,,2.0,,,2.0,2.0,1
88,2000-09-29,,,,2.0,3.0,2.0,1.3333333333333333,1.6,1
89,2000-10-07,,,,2.0,,2.0,2.0,2.0,1
90,2000-10-14,,,,2.0,,,2.0,1.75,1
91,2000-08-21,,,,,,2.0,2.0,2.0,1
92,2000-09-09,,,,,,,2.0,1.5,1
