,dates,candidates_scores,health_scores,immigration_scores,jobs-race_scores,environment_scores,guns_scores,party_scores,economy_scores,winner
0,2016-08-08,1.9,,1.7142857142857142,2.0,1.4285714285714286,1.375,2.0,1.6875,1
1,2016-08-09,1.68,2.0,1.6923076923076923,1.5,1.9090909090909092,2.0,1.68,1.8125,1
2,2016-08-10,1.6521739130434783,2.0,2.1818181818181817,2.142857142857143,2.142857142857143,2.0,1.55,1.8181818181818181,1
3,2016-08-11,1.962962962962963,2.0,1.7857142857142858,2.0,1.7777777777777777,2.0,1.8888888888888888,2.142857142857143,1
4,2016-08-12,1.6206896551724137,2.0,1.5625,2.5,1.8,1.6111111111111112,1.8666666666666667,1.8181818181818181,1
5,2016-08-13,1.75,1.6666666666666667,1.3333333333333333,1.6,2.75,2.0,2.0,2.0,1
6,2016-08-14,2.0,2.0,1.6,1.75,1.8571428571428572,2.125,1.875,2.125,1
7,2016-08-15,1.3333333333333333,1.3333333333333333,2.2142857142857144,1.9166666666666667,2.0833333333333335,2.0,1.8888888888888888,2.1578947368421053,1
8,2016-08-16,1.9285714285714286,2.0,1.8333333333333333,1.8571428571428572,2.3333333333333335,1.9166666666666667,1.9047619047619047,1.75,1
9,2016-08-17,1.5714285714285714,2.4,1.3333333333333333,1.5,1.875,1.6470588235294117,2.0,1.9,1
10,2016-08-18,1.8571428571428572,,1.8333333333333333,1.3333333333333333,1.8571428571428572,1.7,2.0,1.8,1
11,2016-08-19,1.8125,1.5,2.0,2.0,1.6666666666666667,1.8888888888888888,1.7619047619047619,2.0588235294117645,1
12,2016-08-20,1.625,,2.25,2.0,2.2,2.0,2.0833333333333335,2.1666666666666665,1
13,2016-08-21,1.6666666666666667,3.0,2.25,1.8,2.1666666666666665,1.375,2.210526315789474,1.7894736842105263,1
14,2016-08-22,1.8181818181818181,1.3333333333333333,2.0,1.4,1.75,1.8571428571428572,1.9166666666666667,1.8636363636363635,1
15,2016-08-23,2.125,2.0,1.3333333333333333,2.25,1.5555555555555556,1.7,1.8,2.0,1
16,2016-08-24,2.0,,2.0,2.75,2.0,1.8,1.8181818181818181,1.736842105263158,1
17,2016-08-25,1.5294117647058822,1.3333333333333333,1.7647058823529411,1.4,1.8181818181818181,1.9090909090909092,2.0526315789473686,1.9285714285714286,1
18,2016-08-26,1.8461538461538463,,1.9,2.0,1.8,1.7142857142857142,1.8125,1.7272727272727273,1
19,2016-08-27,1.6666666666666667,2.0,2.0,1.6666666666666667,2.0,2.125,2.0,1.6,1
