3,15
57,61
62,66
7,11
9,14
20,24
0,12
60,65
25,34
10,14
11,12
30,34
0,4
7,13
0,11
0,9
0,8
42,48
28,34
18,27
21,26
0,11
0,7
0,12
37,43
44,51
0,4
3,10
37,44
40,49
76,80
9,16
12,13
22,28
29,36
51,55
19,24
4,8
0,6
0,11
18,25
40,50
4,9
0,6
7,14
40,44
0,5
75,79
67,72
0,4
6,7
9,13
8,13
0,11
8,9
17,22
0,4
9,13
27,31
39,46
24,35
5,9
25,28
3,14
28,34
58,65
4,17
0,7
40,49
0,7
38,44
0,4
14,19
39,43
36,44
18,22
57,62
19,25
4,9
49,55
0,7
8,16
48,54
32,36
28,35
0,7
8,16
0,11
22,28
12,18
15,18
8,9
0,12
24,29
0,14
60,67
0,12
9,14
0,11
18,25
0,3
20,26
19,36
43,49
50,57
37,43
36,42
0,11
40,46
20,25
12,17
3,15
0,5
15,23
19,26
0,11
45,49
18,25
12,15
27,32
24,32
0,13
0,11
12,18
19,26
46,58
28,32
42,46
20,23
3,7
24,30
41,46
40,45
39,44
8,9
46,51
0,14
24,30
0,5
33,40
0,12
68,73
38,41
27,32
2,9
25,30
11,12
0,12
39,44
0,4
43,48
59,63
0,6
28,34
0,11
73,75
5,11
16,27
28,34
0,11
16,32
0,11
17,26
25,30
69,76
31,39
0,12
46,49
22,28
29,36
8,9
0,11
4,9
8,14
15,22
26,28
26,28
26,28
18,22
34,40
46,55
31,35
0,5
19,26
2,5
0,7
48,54
55,63
61,64
6,13
0,6
7,15
0,11
21,28
45,51
52,59
0,4
0,12
41,45
25,31
34,45
9,20
23,29
24,27
33,39
0,12
27,30
20,24
36,42
23,32
0,4
5,11
16,27
0,11
39,44
10,16
19,21
38,42
13,18
38,42
49,52
50,56
18,23
28,30
0,11
13,19
40,47
5,6
21,24
0,3
0,3
43,50
33,37
0,7
44,54
24,30
28,33
30,36
37,44
23,32
43,50
6,11
6,14
55,60
33,37
56,60
0,6
0,11
26,32
33,37
0,9
26,28
25,34
0,7
18,23
53,59
0,12
63,69
16,26
0,5
18,22
0,11
5,7
0,6
7,14
34,44
0,13
27,40
45,50
6,12
51,54
15,26
60,64
18,23
5,11
16,27
42,48
49,56
22,26
2,8
13,24
12,19
20,22
21,25
2,8
19,22
12,13
11,12
12,16
34,41
0,11
23,27
21,27
16,18
0,12
0,6
0,9
43,45
0,5
29,35
0,11
4,9
10,16
0,5
19,26
19,25
6,12
7,20
0,3
0,5
6,11
0,4
35,39
4,13
21,29
0,13
11,15
11,24
33,39
54,65
9,10
24,28
18,22
35,42
17,20
3,16
36,42
52,56
4,13
37,41
18,22
44,50
33,38
45,54
36,41
46,50
5,11
16,27
0,11
11,18
9,12
20,24
0,7
32,38
42,46
39,43
8,9
25,30
22,25
18,22
43,49
0,5
0,11
5,11
22,26
48,53
18,23
0,5
6,15
0,9
16,24
39,42
26,30
22,28
48,52
11,16
33,44
20,24
55,59
17,22
14,19
5,11
16,27
11,12
35,39
0,3
60,64
57,66
39,44
11,14
38,47
28,32
44,50
0,11
35,39
36,41
16,20
20,27
13,19
13,18
19,25
36,46
44,53
16,20
0,2
8,9
16,21
45,55
51,55
27,31
36,42
15,19
35,39
0,5
52,54
0,5
