created_at,text,id,user_id,user_loc,user_followers,user_lang,user_time_zone,retweet_count,fav_count,scores
Sun May 31 18:24:11 +0000 2020,@YoungDems4Trump @joelcomm Remember that when it's time to clean up the environment after all of the pollution and… https://t.co/h8pQ5hhmvB,1267159960753967105,1228851500853518337,,11,,,0,0,1
Sun May 31 18:23:33 +0000 2020,"RT @endangered: The Trump administration is proposing to fast track logging on public lands, introducing two proposals Thursday that would…",1267159800078458881,2575798375,,36,,,0,0,2
Sun May 31 18:23:27 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267159773872455680,77874080,,268,,,0,0,2
Sun May 31 18:22:56 +0000 2020,RT @Freedom4Horses: Trump administration calls wild horses biggest threat to public lands — here are the real threats! --&gt; https://t.co/UCi…,1267159646093090818,224899192,Oberaudorf,439,,,0,0,2
Sun May 31 18:22:53 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267159632067231744,19508157,Upper left corner of U.S.,31,,,0,0,2
Sun May 31 18:22:25 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267159514400186368,3023025043,"Derry, Maine",1796,,,0,0,2
Sun May 31 18:21:34 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267159299815546883,3160535143,,361,,,0,0,2
Sun May 31 18:21:10 +0000 2020,RT @Freedom4Horses: Trump administration calls wild horses biggest threat to public lands — here are the real threats! --&gt; https://t.co/UCi…,1267159197713489921,1039267291165220864,,62,,,0,0,2
Sun May 31 18:20:59 +0000 2020,RT @Freedom4Horses: Trump administration calls wild horses biggest threat to public lands — here are the real threats! --&gt; https://t.co/UCi…,1267159152461148161,902214163795025920,"Colorado, USA",947,,,0,0,2
Sun May 31 18:20:37 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267159059926593536,117248859,NYC,3185,,,0,0,2
Sun May 31 18:20:13 +0000 2020,"RT @CCLSVN: #SundayMorning Reading - #GreenNewDeal + #Economy: ""Climate polls the best across all those groups, climate even polls pretty w…",1267158960232071170,1095261895643332608,Berlin,4827,,,0,0,3
Sun May 31 18:19:20 +0000 2020,Trump administration calls wild horses biggest threat to public lands — here are the real threats! --&gt;… https://t.co/ELhwlH2KWH,1267158739569672192,2253244260,United States,17526,,,78,84,2
Sun May 31 18:17:53 +0000 2020,"RT @oliverdarcy: ""Mark bends over backwards to do things that basically violate his own terms of service on behalf of ... President Trump,""…",1267158375080636421,252531269,Orbiting Europa,92,,,0,0,2
Sun May 31 18:17:39 +0000 2020,RT @davidakaye: the widespread reporting of attacks on #journalists in the US should be raising huge alarms. poor training combined with in…,1267158315894575104,27729135,,80,,,0,0,2
Sun May 31 18:17:21 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267158240875479042,189228202,"Eagle Pass, Texas",1754,,,0,0,2
Sun May 31 18:17:18 +0000 2020,"RT @MotherJones: New ""amazingly cruel"" Trump public land rules will let Alaska hunters kill bear cubs in dens https://t.co/5gGgeRa9Ly",1267158226530824194,250345487,United States,11,,,0,0,2
